duckId	Score	Background	Skin	Foot	Body	Face	Open sea
69	63.909130771857185	Pastel Yellow	Bronze Shiny	Santa	Nerd	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/69
70	57.816418614103725	Blue	Base Naked	Hypebeast	Flannel	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/70
71	139.83588928874266	Pastel Pink	Mallard	Farmer	TShirt Orange	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/71
72	45.71494832945958	Orange	Unicorn Pink	Duck	Bowtie	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/72
73	140.00495205339902	Hot Pink	Grimace Purple	Pirate	Naked	Fomo	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/73
74	41.11211054445294	Tiffany Blue	Base Naked	Pants Shoes	Hypebeast	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/74
75	48.98374893236228	Pastel Pink	Doge	Nerd	Nerd	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/75
76	70.28577838255784	Pastel Pink	Yeti White	Duck	Hoodie	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/76
77	29.18736814291069	Pastel Pink	Base Naked	Duck	Jacket	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/77
78	41.47300847264946	Blue	Grimace Purple	Pants Shoes	Naked	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/78
79	52.01313034930392	Pastel Pink	Base Naked	Nerd	Collar	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/79
80	23.6055066465992	Pastel Yellow	Icy Blue	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/80
81	43.84282155160392	Blue	Bronze Shiny	Hypebeast	Bowtie	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/81
82	15.055934767260954	Blue	Base Naked	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/82
83	31.092156926829542	Hot Pink	Mallard	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/83
84	69.98571302670652	Salmon	Grimace Purple	Duck	Flannel	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/84
85	26.524190495623056	Cloud	Grimace Purple	Duck	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/85
86	48.76985604902071	Cloud	Steel Shiny	Nerd	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/86
87	42.19460326498044	Pastel Pink	Grimace Purple	Duck	Bowtie	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/87
88	22.338049456951847	Pastel Blue	Base Naked	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/88
89	39.03433075154845	Blue	Yeti White	Pants Shoes	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/89
90	23.879006213501814	Pastel Blue	Icy Blue	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/90
91	51.941459101464915	Blue	Bronze Shiny	Duck	Bowtie	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/91
92	36.73068249408259	Orange	Icy Blue	Hypebeast	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/92
93	134.73088326118827	Orange	Mallard	Hypebeast	Pirate	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/93
94	55.36098195557334	Pastel Pink	Penguin Black	Nerd	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/94
95	109.5666049702366	Tiffany Blue	Zombie Green	Pants Shoes	Naked	Love	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/95
96	38.80692631867779	Blue	Base Naked	Duck	Collar	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/96
97	22.338049472542085	Salmon	Base Naked	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/97
98	34.186557048554256	Hot Pink	Icy Blue	Duck	Naked	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/98
99	41.45538004187359	Pastel Blue	Icy Blue	Hypebeast	Jacket	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/99
100	60.535726116312546	Blue	Bronze Shiny	Hypebeast	Farmer	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/100
101	66.48425231231548	Pastel Blue	Gold Shiny	Duck	Naked	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/101
102	54.04389151497587	Hot Pink	Doge	Santa	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/102
103	28.45990216072816	Cloud	Bronze Shiny	Duck	Hypebeast	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/103
104	50.59494107613298	Pastel Blue	Base Naked	Nerd	Collar	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/104
105	43.19174611936088	Orange	Mallard	Duck	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/105
106	21.60151346652907	Salmon	Base Naked	Nerd	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/106
107	37.3488198980652	Blue	Base Naked	Duck	Collar	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/107
108	83.20099808114426	Pastel Yellow	Doge	Hypebeast	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/108
109	56.09429638599566	Tiffany Blue	Gold Shiny	Duck	Hypebeast	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/109
110	48.858256899984355	Pastel Blue	Steel Shiny	Hypebeast	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/110
111	45.13336390554378	Hot Pink	Steel Shiny	Pants Shoes	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/111
112	74.16071072939998	Orange	Mallard	Duck	Flannel	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/112
113	85.2170376008467	Blue	Steel Shiny	Duck	Santa	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/113
114	44.70928857835932	Hot Pink	Yeti White	Pants Shoes	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/114
115	54.84107657773899	Hot Pink	Unicorn Pink	Pants Shoes	Collar	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/115
116	23.605141340072244	Blue	Base Naked	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/116
117	46.372862324390766	Tiffany Blue	Doge	Duck	Naked	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/117
118	34.49573310893854	Pastel Blue	Unicorn Pink	Duck	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/118
119	38.532085782739124	Pastel Blue	Doge	Duck	Bowtie	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/119
120	77.55076749529249	Pastel Blue	Mallard	Duck	Santa	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/120
121	33.603291117764165	Salmon	Yeti White	Pants Shoes	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/121
122	68.89526783444649	Pastel Pink	Grimace Purple	Hypebeast	Jacket	Sleep	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/122
123	62.444013148367304	Tiffany Blue	Bronze Shiny	Nerd	Flannel	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/123
124	80.3967408813149	Pastel Blue	Mallard	Hypebeast	Flannel	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/124
125	30.306588131048183	Cloud	Doge	Duck	Naked	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/125
126	307.2120769618269	Hot Pink	Bronze Shiny	Fireman	TShirt Orange	Mallard	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/126
127	138.81739336716367	Orange	Zebra Striped	Fireman	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/127
128	37.67064885957628	Pastel Pink	Icy Blue	Duck	Naked	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/128
129	72.81187892236224	Blue	Bronze Shiny	Duck	Hypebeast	Fomo	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/129
130	50.85467846820358	Pastel Blue	Base Naked	Duck	TShirt Orange	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/130
131	39.25967503550232	Blue	Base Naked	Pants Shoes	Jacket	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/131
132	130.9047618284357	Orange	Zombie Green	Santa	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/132
133	48.10179081838685	Blue	Icy Blue	Pants Shoes	Bowtie	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/133
134	38.96427290128216	Blue	Doge	Duck	Collar	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/134
135	44.12502375313541	Salmon	Base Naked	Hypebeast	Bowtie	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/135
136	23.762487922676605	Blue	Doge	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/136
137	292.31684416364027	Tiffany Blue	Base Naked	Pants Shoes	Fireman	Mallard	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/137
138	21.36665083283944	Salmon	Grimace Purple	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/138
139	40.3655967529417	Hot Pink	Base Naked	Hypebeast	Jacket	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/139
140	40.08965002033223	Hot Pink	Base Naked	Pants Shoes	Naked	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/140
141	84.365579343617	Cloud	Icy Blue	Farmer	Naked	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/141
142	66.39287081801731	Hot Pink	Icy Blue	Duck	TShirt HS	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/142
143	25.697417586133735	Pastel Pink	Base Naked	Duck	Jacket	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/143
144	21.515403924635134	Pastel Pink	Base Naked	Pants Shoes	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/144
145	122.91556251651646	Tiffany Blue	Base Naked	Pirate	Hypebeast	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/145
146	27.659868014819246	Pastel Pink	Base Naked	Nerd	Naked	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/146
147	90.02601542905931	Pastel Pink	Doge	Duck	Bowtie	Sleep	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/147
148	49.0889032209336	Pastel Pink	Penguin Black	Duck	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/148
149	85.65122760739966	Blue	Steel Shiny	Duck	Flannel	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/149
150	66.41353059622404	Pastel Blue	Icy Blue	Duck	Hoodie	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/150
151	33.80630521113493	Orange	Grimace Purple	Duck	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/151
152	107.62525435270749	Orange	Doge	Duck	TShirt Orange	Love	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/152
153	60.58909815274751	Hot Pink	Base Naked	Duck	TShirt Orange	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/153
154	45.58825473843655	Pastel Pink	Mallard	Duck	Bowtie	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/154
155	34.246624187105915	Orange	Base Naked	Duck	Jacket	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/155
156	130.98745821886249	Cloud	Base Naked	Duck	Suit	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/156
157	69.44271374731454	Pastel Yellow	Steel Shiny	Pants Shoes	TShirt Orange	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/157
158	23.60514131628394	Pastel Blue	Base Naked	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/158
159	65.94781074615004	Pastel Blue	Zombie Green	Duck	Hypebeast	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/159
160	57.12675720284332	Pastel Blue	Base Naked	Nerd	TShirt Orange	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/160
161	57.22483471766775	Hot Pink	Base Naked	Farmer	Hypebeast	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/161
162	58.70562317379227	Blue	Steel Shiny	Nerd	Naked	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/162
163	20.760474367499388	Cloud	Base Naked	Duck	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/163
164	58.15802345712255	Orange	Yeti White	Hypebeast	Nerd	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/164
165	125.15833392605887	Tiffany Blue	Unicorn Pink	Duck	Pirate	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/165
166	23.488988331985684	Pastel Yellow	Doge	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/166
167	74.61231282413402	Blue	Base Naked	Santa	Naked	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/167
168	148.6531589319156	Tiffany Blue	Zombie Green	Duck	Fireman	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/168
169	60.00615583967296	Salmon	Base Naked	Duck	TShirt Orange	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/169
170	50.37448553546683	Orange	Grimace Purple	Hypebeast	Bowtie	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/170
171	49.921341300269845	Pastel Blue	Bronze Shiny	Duck	Collar	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/171
172	28.682328566050675	Blue	Base Naked	Nerd	Hypebeast	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/172
173	50.76143328584668	Cloud	Mallard	Hypebeast	Nerd	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/173
174	71.78816251822762	Salmon	Doge	Santa	Naked	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/174
175	63.97038105847162	Cloud	Penguin Black	Farmer	Naked	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/175
176	15.055934839567602	Tiffany Blue	Base Naked	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/176
177	31.651190931638684	Tiffany Blue	Base Naked	Pants Shoes	Hypebeast	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/177
178	118.87114778340573	Hot Pink	Zebra Striped	Farmer	TShirt Orange	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/178
